Date,Menu Name,Qty,Price
2019-01-06 14:00:34,GYOZA PORK,2,35000
,MINERAL WATER,1,10000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-06 14:01:02,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-06 14:01:21,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-06 15:28:26,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-06 16:04:53,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-06 16:05:47,C4. KURO QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-06 16:10:36,C8. KURO PORK BELLY EGG,1,69000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,CHICKEN KARAAGE,2,37000
2019-01-06 16:16:30,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,MINERAL WATER,1,10000
2019-01-06 16:30:41,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,OGURA ICE CREAM,1,18000
2019-01-06 17:07:47,D10. CURRY MEGA PORK BELLY EGG,1,84000
2019-01-06 17:08:16,B10. TANTAN MEGA PORK BELLY EGG,1,84000
2019-01-06 17:08:39,C10. KURO MEGA PORK BELLY EGG,1,84000
2019-01-06 17:09:02,STAMINA DON,1,68000
2019-01-06 17:18:26,A8. GOLDEN PORK BELLY EGG,2,64000
,PORK BELLY.,1,15000
,JAPANESE OCHA,2,20000
2019-01-06 17:26:26,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,D10. CURRY MEGA PORK BELLY EGG,1,84000
,SOYA MILK,1,20000
,JAPANESE OCHA,1,20000
2019-01-06 17:52:24,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-06 17:53:31,JAPANESE OCHA,1,20000
2019-01-06 18:04:44,A7. GOLDEN PORK BELLY,1,56000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,2,20000
,OYAKODON.,1,40000
,FLAN PUDDING,1,25000
2019-01-06 18:07:01,B8. TANTAN PORK BELLY EGG,1,69000
,D10. CURRY MEGA PORK BELLY EGG,1,84000
,MINERAL WATER,2,10000
2019-01-06 18:19:33,BUTADON,1,50000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-06 19:02:04,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,SOYA MILK,1,20000
,TAUGE,1,7000
2019-01-06 19:34:48,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
,CHOPPED CHILI,1,0
2019-01-06 19:37:40,A7. GOLDEN PORK BELLY,1,56000
2019-01-06 19:40:30,D2. CURRY CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
2019-01-06 19:41:07,BUTADON,1,50000
,BUTADON,1,0
,STAMINA DON,1,0
2019-01-06 19:47:49,C6. KURO CHICKEN KARAAGE EGG,1,75000
,BALI HAI BEER,1,25000
,FANTA,1,15000
2019-01-06 19:59:11,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-06 19:59:53,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
,SOYA MILK,1,20000
2019-01-06 20:20:45,A8. GOLDEN PORK BELLY EGG,2,64000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,BUTADON,1,50000
,A8. GOLDEN PORK BELLY EGG,2,64000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,3,20000
,CHICKEN KARAAGE,1,37000
2019-01-06 20:23:33,PORK SHABU CURRY,1,55000
,QUARTER CHICKEN.,1,30000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
2019-01-06 20:25:35,C4. KURO QUARTER CHICKEN EGG,1,70000
,D2. CURRY CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
2019-01-06 20:37:45,A8. GOLDEN PORK BELLY EGG,1,64000
,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-06 20:46:03,A7. GOLDEN PORK BELLY,1,56000
,MATCHA ICE CREAM,1,20000
,POACHED EGG,1,10000
2019-01-06 21:12:49,GYOZA PORK,1,35000
,CHICKEN KARAAGE,1,37000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,3,20000
2019-01-06 21:18:54,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,C6. KURO CHICKEN KARAAGE EGG,1,75000
,BAMBOO SHOOT,1,15000
,SEAWEED.,2,10000
,FRIED GARLIC,1,5000
,GYOZA PORK,1,35000
,SOYA MILK,1,20000
,JAPANESE OCHA,1,20000
2019-01-06 21:36:59,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
2019-01-06 21:38:35,MAZEMEN MINCED PORK+PORK BELLY,1,75000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-06 21:40:18,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,1,20000
2019-01-06 21:40:50,C10. KURO MEGA PORK BELLY EGG,1,84000
2019-01-06 21:41:27,B10. TANTAN MEGA PORK BELLY EGG,1,84000
2019-01-06 21:42:45,C10. KURO MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
2019-01-06 21:44:23,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,2,20000
2019-01-06 21:46:52,B8. TANTAN PORK BELLY EGG,1,69000
,A7. GOLDEN PORK BELLY,1,56000
,PORK KATSU,1,35000
,JAPANESE OCHA,1,20000
2019-01-07 12:36:31,A8. GOLDEN PORK BELLY EGG,1,64000
,MINERAL WATER,1,10000
2019-01-07 12:58:32,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-07 12:59:44,MINERAL WATER,2,10000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-07 14:41:27,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-07 14:42:13,STAMINA DON,1,68000
2019-01-07 14:42:49,B8. TANTAN PORK BELLY EGG,1,69000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,2,20000
,STEAMED RICE,1,15000
2019-01-07 17:07:39,A10. GOLDEN MEGA PORK BELLY EGG,2,80000
,A9. GOLDEN MEGA PORK BELLY,1,71000
,FLAN PUDDING,1,25000
,NOODLE,1,15000
2019-01-07 17:37:13,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,NOODLE,1,15000
,PORK BELLY.,1,15000
,B8. TANTAN PORK BELLY EGG,1,0
2019-01-07 18:24:58,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,D4. CURRY QUARTER CHICKEN EGG,1,70000
,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,GYOZA CHICKEN,1,35000
,MINERAL WATER,3,10000
2019-01-07 18:40:15,OYAKODON.,1,40000
2019-01-07 18:45:41,FLAN PUDDING,1,25000
2019-01-07 18:47:00,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,1,20000
,CHICKEN KATSU CURRY,1,47000
2019-01-07 18:54:11,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,A5. GOLDEN CHICKEN KARAAGE,1,62000
,STAMINA DON,1,68000
,JAPANESE OCHA,2,20000
,SPRITE SODA,1,15000
,GYOZA PORK,1,35000
,B8. TANTAN PORK BELLY EGG,1,69000
,OGURA ICE CREAM,2,18000
2019-01-07 19:02:17,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,CHOPPED CHILI,1,0
,FRIED GARLIC,1,5000
,JAPANESE OCHA,2,20000
2019-01-07 19:24:23,C8. KURO PORK BELLY EGG,1,69000
,B5. TANTAN CHICKEN KARAAGE,1,67000
,JAPANESE OCHA,1,20000
2019-01-07 19:32:14,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-07 19:39:43,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
2019-01-07 20:23:08,TORIPAITAN SOUP,1,15000
,OYAKODON.,1,40000
,MINERAL WATER,1,10000
,POACHED EGG,1,10000
,CHICKEN KATSU CURRY,1,47000
,JAPANESE OCHA,1,20000
2019-01-07 20:24:11,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
2019-01-07 20:24:45,A9. GOLDEN MEGA PORK BELLY,1,71000
,JAPANESE OCHA,1,20000
2019-01-07 20:25:05,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-07 20:25:23,B10. TANTAN MEGA PORK BELLY EGG,1,84000
2019-01-07 20:49:50,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-07 20:51:57,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-07 20:53:20,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,2,20000
2019-01-07 20:54:04,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-07 20:58:16,C8. KURO PORK BELLY EGG,1,69000
,MINERAL WATER,1,10000
,JAPANESE OCHA,1,20000
2019-01-07 20:58:55,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-07 21:03:34,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,OYAKODON.,1,40000
2019-01-07 21:04:03,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
2019-01-07 21:38:00,B8. TANTAN PORK BELLY EGG,1,69000
,SOYA MILK,1,20000
,SEASONED EGG,1,10000
,CHOPPED CHILI,2,0
2019-01-07 22:01:13,A8. GOLDEN PORK BELLY EGG,1,64000
,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,1,20000
2019-01-08 12:21:12,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-08 12:24:02,C5. KURO CHICKEN KARAAGE,1,67000
,CHOPPED CHILI,1,0
2019-01-08 12:35:55,STAMINA DON,1,68000
2019-01-08 12:36:49,PORK KATSU CURRY,1,55000
2019-01-08 13:26:34,A9. GOLDEN MEGA PORK BELLY,1,71000
,GYOZA PORK,1,35000
,BUTADON,2,50000
,PORK BELLY.,2,15000
,JAPANESE OCHA,3,20000
,MATCHA ICE CREAM,1,20000
,C8. KURO PORK BELLY EGG,1,69000
2019-01-08 15:31:50,A9. GOLDEN MEGA PORK BELLY,1,71000
,CHICKEN KARAAGE,1,37000
,GYOZA PORK,1,35000
,D3. CURRY QUARTER CHICKEN,1,62000
,JAPANESE OCHA,2,20000
,KAKIGORI,1,30000
2019-01-08 15:44:05,B8. TANTAN PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,TARO MILK TEA,1,25000
2019-01-08 16:14:43,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,A7. GOLDEN PORK BELLY,1,56000
,A8. GOLDEN PORK BELLY EGG,1,64000
,GYOZA PORK,2,35000
,CHICKEN NANBAN,1,35000
,JAPANESE OCHA,4,20000
,JAPANESE OCHA,1,20000
,B10. TANTAN MEGA PORK BELLY EGG,2,84000
,SPRING ONIONS,1,0
,TAUGE,1,0
2019-01-08 17:24:34,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-08 18:45:33,A7. GOLDEN PORK BELLY,1,56000
,TORI SOBORO DON,1,25000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
2019-01-08 19:32:16,A8. GOLDEN PORK BELLY EGG,2,64000
,B8. TANTAN PORK BELLY EGG,2,69000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,3,20000
2019-01-08 19:53:50,A7. GOLDEN PORK BELLY,1,56000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,2,20000
,CHOPPED CHILI,1,0
2019-01-08 20:04:10,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-08 20:04:33,B9. TANTAN MEGA PORK BELLY,1,76000
,JAPANESE OCHA,1,20000
2019-01-08 20:05:51,C2. KURO CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
,GYOZA PORK,1,35000
2019-01-08 20:38:37,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,1,20000
2019-01-08 20:44:38,BUTADON,1,50000
,SEAWEED.,1,10000
,SEASONED EGG,1,10000
,TORIKAWA,1,35000
2019-01-08 21:02:22,B4. TANTAN QUARTER CHICKEN EGG,1,70000
2019-01-08 21:14:02,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-08 21:15:28,A7. GOLDEN PORK BELLY,1,56000
,JAPANESE OCHA,1,20000
2019-01-08 21:16:38,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,JAPANESE OCHA,1,20000
2019-01-08 21:19:46,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
2019-01-08 21:32:28,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-08 21:34:47,A9. GOLDEN MEGA PORK BELLY,1,71000
2019-01-09 12:29:59,BUTADON,2,50000
,MINERAL WATER,1,10000
2019-01-09 12:38:51,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
2019-01-09 12:39:21,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-09 12:41:22,B8. TANTAN PORK BELLY EGG,1,69000
,B7. TANTAN PORK BELLY,1,61000
,JAPANESE OCHA,1,20000
2019-01-09 12:42:45,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-09 12:45:27,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-09 12:46:54,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-09 12:48:20,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-09 12:52:39,PORK KATSU CURRY,1,55000
,STEAMED RICE,1,15000
2019-01-09 12:54:40,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,A7. GOLDEN PORK BELLY,1,56000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,CHICKEN KARAAGE,1,0
2019-01-09 12:56:31,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-09 13:07:03,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,B1. TANTAN CHICKEN CHARSIU,1,60000
,TAUGE,1,7000
,OGURA ICE CREAM,1,18000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,OYAKODON.,1,40000
,JAPANESE OCHA,3,20000
,JAPANESE OCHA,1,20000
2019-01-09 13:12:14,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
2019-01-09 13:13:09,C8. KURO PORK BELLY EGG,1,69000
2019-01-09 13:13:31,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-09 13:13:50,C8. KURO PORK BELLY EGG,1,69000
2019-01-09 13:14:20,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
2019-01-09 13:28:42,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-09 13:29:03,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-09 13:29:27,MAZEMEN MINCED PORK,1,55000
2019-01-09 13:32:41,OYAKODON.,1,40000
2019-01-09 13:33:22,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-09 13:33:46,C8. KURO PORK BELLY EGG,1,69000
2019-01-09 13:41:51,OYAKODON.,1,40000
,PORK CHAHAN,1,38000
2019-01-09 15:27:32,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE SPINACH,1,10000
,JAPANESE OCHA,1,20000
2019-01-09 17:55:34,C4. KURO QUARTER CHICKEN EGG,1,70000
2019-01-09 17:55:48,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,2,20000
,CHICKEN CHARSIU,1,15000
2019-01-09 18:26:02,OYAKODON.,1,40000
,SOYA MILK,1,20000
,JAPANESE OCHA,2,20000
,MINERAL WATER,1,10000
,A8. GOLDEN PORK BELLY EGG,3,64000
,MINERAL WATER,1,10000
2019-01-09 18:43:56,BUTADON,1,50000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,KAKIGORI,1,30000
,JAPANESE OCHA,2,20000
2019-01-09 18:44:23,BUTADON,1,50000
,JAPANESE OCHA,1,20000
2019-01-09 18:45:17,GYOZA PORK,3,35000
2019-01-09 19:15:00,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-09 19:15:56,B8. TANTAN PORK BELLY EGG,2,69000
,JAPANESE OCHA,2,20000
2019-01-09 19:17:05,B3. TANTAN QUARTER CHICKEN.,1,62000
,BUTADON,1,50000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-09 20:00:53,C10. KURO MEGA PORK BELLY EGG,1,84000
,MINERAL WATER,1,10000
2019-01-09 20:02:38,PORK SHABU CURRY,1,55000
,JAPANESE OCHA,1,20000
,C4. KURO QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-09 20:30:26,A1. GOLDEN CHICKEN CHARSIU,1,55000
,TARO MILK TEA,1,25000
2019-01-09 20:31:34,PORK KATSU CURRY,1,55000
,B8. TANTAN PORK BELLY EGG,1,69000
,MINERAL WATER,1,10000
,SOYA MILK,1,20000
,JAPANESE OCHA,1,0
2019-01-09 21:00:42,A8. GOLDEN PORK BELLY EGG,1,64000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,MINERAL WATER,1,10000
2019-01-09 21:01:06,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-09 21:06:00,C1. KURO CHICKEN CHARSIU,1,60000
,STEAMED RICE,1,15000
2019-01-09 21:08:25,A1. GOLDEN CHICKEN CHARSIU,1,55000
2019-01-09 21:12:57,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,JAPANESE OCHA,2,20000
,CHICKEN KATSU,1,31000
2019-01-09 21:36:13,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,1,20000
2019-01-09 21:36:38,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-09 22:24:08,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
2019-01-09 22:24:34,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,PORK BELLY.,1,15000
,JAPANESE OCHA,1,20000
,MINERAL WATER,1,10000
2019-01-10 10:40:41,D9. CURRY MEGA PORK BELLY,1,76000
2019-01-10 10:41:21,JAPANESE OCHA,1,20000
2019-01-10 10:58:59,A7. GOLDEN PORK BELLY,1,56000
,JAPANESE OCHA,2,20000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
2019-01-10 11:40:45,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-10 12:38:34,MAZEMEN MINCED PORK,1,55000
,JAPANESE OCHA,2,20000
,MINERAL WATER,1,10000
2019-01-10 14:11:28,PORK KATSU CURRY,1,55000
,JAPANESE OCHA,1,20000
2019-01-10 14:36:24,C10. KURO MEGA PORK BELLY EGG,1,84000
,A8. GOLDEN PORK BELLY EGG,1,64000
,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,JAPANESE OCHA,3,20000
,FRIED GARLIC,1,5000
,GYOZA PORK,1,35000
,PORK BELLY.,1,0
2019-01-10 15:37:18,OYAKODON.,1,40000
,JAPANESE OCHA,1,20000
2019-01-10 15:47:50,A8. GOLDEN PORK BELLY EGG,1,64000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,3,20000
,B7. TANTAN PORK BELLY,1,61000
,A5. GOLDEN CHICKEN KARAAGE,1,62000
,JAPANESE OCHA,1,20000
,KAKIGORI,1,0
2019-01-10 18:55:40,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,TORIPAITAN SOUP,1,15000
,CHICKEN KARAAGE,1,37000
2019-01-10 18:57:57,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,1,20000
,CHICKEN CHARSIU,1,0
,FRIED GARLIC,1,0
2019-01-10 19:01:48,KAKIGORI,1,30000
2019-01-10 20:12:23,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-10 20:46:03,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
2019-01-10 20:46:46,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-10 20:48:46,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-10 20:49:26,A7. GOLDEN PORK BELLY,1,56000
2019-01-10 21:13:08,B9. TANTAN MEGA PORK BELLY,1,76000
,MAZEMEN MINCED PORK+PORK BELLY,1,75000
,STAMINA DON,1,68000
,JAPANESE OCHA,2,20000
2019-01-10 21:13:36,PORK KATSU CURRY,1,55000
2019-01-10 21:37:32,A8. GOLDEN PORK BELLY EGG,1,64000
,MAZEMEN MINCED PORK,1,55000
,SEASONED EGG,1,10000
,PORK SHABU CURRY,1,55000
,JAPANESE OCHA,2,20000
2019-01-10 21:38:58,B8. TANTAN PORK BELLY EGG,1,69000
,A5. GOLDEN CHICKEN KARAAGE,1,62000
,PORK CHAHAN,1,38000
,KAKIGORI,1,30000
,JAPANESE OCHA,1,20000
2019-01-10 22:06:56,C8. KURO PORK BELLY EGG,1,69000
,B8. TANTAN PORK BELLY EGG,1,69000
,CHICKEN SOBORO,1,15000
,JAPANESE OCHA,2,20000
2019-01-11 12:21:39,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
2019-01-11 12:33:16,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-11 12:36:08,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-11 12:36:32,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-11 12:46:37,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,TAUGE,1,7000
,ABURI CHICKEN CHARSIU,1,20000
2019-01-11 12:47:12,C2. KURO CHICKEN CHARSIU EGG,1,68000
2019-01-11 12:48:38,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,B8. TANTAN PORK BELLY EGG,1,69000
,CHICKEN CHAHAN,1,32000
,MINERAL WATER,3,10000
2019-01-11 12:53:47,STAMINA DON,1,68000
,JAPANESE OCHA,1,20000
,ZENZAI,1,30000
2019-01-11 12:56:04,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-11 14:14:17,A8. GOLDEN PORK BELLY EGG,1,64000
,STAMINA DON,1,68000
,JAPANESE OCHA,1,20000
2019-01-11 15:26:22,C7. KURO PORK BELLY,1,61000
,JAPANESE OCHA,1,20000
2019-01-11 15:38:09,B8. TANTAN PORK BELLY EGG,1,69000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,2,20000
2019-01-11 15:55:02,C8. KURO PORK BELLY EGG,1,69000
,MAZEMEN MINCED PORK+PORK BELLY,1,75000
,JAPANESE OCHA,2,20000
2019-01-11 17:54:24,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-11 18:36:25,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,GYOZA CHICKEN,1,35000
,JAPANESE OCHA,2,20000
,PORK BELLY.,2,15000
,FLAN PUDDING,1,25000
2019-01-11 18:36:48,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-11 19:30:02,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,JAPANESE OCHA,1,20000
2019-01-11 19:39:34,B8. TANTAN PORK BELLY EGG,1,69000
,A7. GOLDEN PORK BELLY,1,56000
,JAPANESE OCHA,1,20000
2019-01-11 19:59:17,C4. KURO QUARTER CHICKEN EGG,1,70000
2019-01-11 20:00:01,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,GYOZA PORK,1,35000
,OGURA ICE CREAM,1,18000
2019-01-11 20:00:42,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-11 20:05:37,A8. GOLDEN PORK BELLY EGG,1,64000
,MINERAL WATER,1,10000
2019-01-11 20:06:08,B7. TANTAN PORK BELLY,1,61000
2019-01-11 20:10:43,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,TORI SOBORO DON,1,25000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,KAKIGORI,1,30000
2019-01-11 20:21:08,TORI SOBORO DON,1,25000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,2,20000
,TARO MILK TEA,1,25000
,C7. KURO PORK BELLY,1,61000
,A8. GOLDEN PORK BELLY EGG,1,64000
,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
2019-01-11 20:23:46,BUTADON,1,50000
,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-11 20:53:07,B1. TANTAN CHICKEN CHARSIU,1,60000
,B1. TANTAN CHICKEN CHARSIU,1,60000
,JAPANESE OCHA,2,20000
2019-01-11 20:56:34,A5. GOLDEN CHICKEN KARAAGE,1,62000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
2019-01-11 21:14:03,B8. TANTAN PORK BELLY EGG,1,69000
,CHICKEN CHARSIU,1,15000
,JAPANESE OCHA,1,20000
2019-01-11 21:15:16,C9. KURO MEGA PORK BELLY,1,76000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
,CHICKEN KARAAGE,1,37000
,MINERAL WATER,1,10000
2019-01-11 21:20:17,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
,NOODLE,1,15000
,CHOPPED CHILI,1,0
,CHICKEN KARAAGE,1,37000
,TORIPAITAN SOUP,1,15000
,KAKIGORI,1,30000
2019-01-11 21:23:06,D8. CURRY PORK BELLY EGG,1,69000
,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,B8. TANTAN PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
2019-01-11 21:53:57,A8. GOLDEN PORK BELLY EGG,1,64000
,TAUGE,1,7000
,C10. KURO MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,2,20000
2019-01-11 21:57:28,A5. GOLDEN CHICKEN KARAAGE,1,62000
,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-11 22:06:38,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,JAPANESE OCHA,1,20000
,PORK SOBORO,1,10000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-11 22:21:23,MINERAL WATER,1,10000
,A8. GOLDEN PORK BELLY EGG,1,64000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
